,AllTags,tags_list,corrected_tags_list,.net,asp.net,c,c#,c++,css,database,html,java,javascript,language-agnostic,linux,mysql,performance,php,python,ruby,sql,sql-server,svn,unit-testing,visual-studio,windows,winforms,xml
149,c# .net io filelock,"['c#', '.net', 'io', 'filelock']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,ruby unix curses,"['ruby', 'unix', 'curses']",['ruby'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
151,c audio rockbox,"['c', 'audio', 'rockbox']",['c'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,language-agnostic colors,"['language-agnostic', 'colors']",['language-agnostic'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,msbuild build-process cruisecontrol.net,"['msbuild', 'build-process', 'cruisecontrol.net']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,algorithm language-agnostic colors,"['algorithm', 'language-agnostic', 'colors']",['language-agnostic'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,windows file filesystems utilities,"['windows', 'file', 'filesystems', 'utilities']",['windows'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
156,apache-flex air,"['apache-flex', 'air']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,unit-testing glossary,"['unit-testing', 'glossary']",['unit-testing'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
158,.net nhibernate orm subsonic,"['.net', 'nhibernate', 'orm', 'subsonic']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,.net parallel-processing,"['.net', 'parallel-processing']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,sql-server windows-server-2008,"['sql-server', 'windows-server-2008']",['sql-server'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
161,asp.net javascript validation,"['asp.net', 'javascript', 'validation']","['asp.net', 'javascript']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,php apache xampp server-configuration,"['php', 'apache', 'xampp', 'server-configuration']",['php'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
163,asp.net iis,"['asp.net', 'iis']",['asp.net'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,php apache authentication http-authentication,"['php', 'apache', 'authentication', 'http-authentication']",['php'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
165,sql permissions,"['sql', 'permissions']",['sql'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
166,php parameters error-handling,"['php', 'parameters', 'error-handling']",['php'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
167,ajax url rest address-bar,"['ajax', 'url', 'rest', 'address-bar']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,python syntax binary integer literals,"['python', 'syntax', 'binary', 'integer', 'literals']",['python'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
169,macos vim emacs editor,"['macos', 'vim', 'emacs', 'editor']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,visual-studio unit-testing continuous-integration cruisecontrol.net,"['visual-studio', 'unit-testing', 'continuous-integration', 'cruisecontrol.net']","['visual-studio', 'unit-testing']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
171,html ios iphone favicon apple-touch-icon,"['html', 'ios', 'iphone', 'favicon', 'apple-touch-icon']",['html'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,version-control dvcs,"['version-control', 'dvcs']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,c# wpf silverlight polymorphism dependency-properties,"['c#', 'wpf', 'silverlight', 'polymorphism', 'dependency-properties']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,c# exception error-handling,"['c#', 'exception', 'error-handling']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,windows iis shell command-line terminal,"['windows', 'iis', 'shell', 'command-line', 'terminal']",['windows'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
176,iphone favicon apple-touch-icon,"['iphone', 'favicon', 'apple-touch-icon']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,sql-server sql-server-2008,"['sql-server', 'sql-server-2008']",['sql-server'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
178,php mysql database svn migration,"['php', 'mysql', 'database', 'svn', 'migration']","['php', 'mysql', 'database', 'svn']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
179,sql-server,['sql-server'],['sql-server'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
180,ruby language-agnostic xfdl,"['ruby', 'language-agnostic', 'xfdl']","['ruby', 'language-agnostic']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
181,visual-studio projects-and-solutions,"['visual-studio', 'projects-and-solutions']",['visual-studio'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
182,windows xml linux,"['windows', 'xml', 'linux']","['windows', 'xml', 'linux']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
183,podcast,['podcast'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,compiler-construction language-agnostic,"['compiler-construction', 'language-agnostic']",['language-agnostic'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,statistics spss,"['statistics', 'spss']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,asp.net profile,"['asp.net', 'profile']",['asp.net'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,web-services application-integration,"['web-services', 'application-integration']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,resources,['resources'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,python xml database protocol-buffers,"['python', 'xml', 'database', 'protocol-buffers']","['python', 'xml', 'database']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
190,php regex html-parsing preg-replace,"['php', 'regex', 'html-parsing', 'preg-replace']",['php'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
191,c# .net unit-testing testing,"['c#', '.net', 'unit-testing', 'testing']","['c#', '.net', 'unit-testing']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
192,php ternary-operator,"['php', 'ternary-operator']",['php'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
193,svn version-control,"['svn', 'version-control']",['svn'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
194,python,['python'],['python'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
195,c# winapi mouse,"['c#', 'winapi', 'mouse']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,c# image image-processing artificial-intelligence,"['c#', 'image', 'image-processing', 'artificial-intelligence']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,python cross-platform platform-specific platform-agnostic,"['python', 'cross-platform', 'platform-specific', 'platform-agnostic']",['python'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
198,asp.net javascript anchor quotes,"['asp.net', 'javascript', 'anchor', 'quotes']","['asp.net', 'javascript']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,c# vb.net file csv import,"['c#', 'vb.net', 'file', 'csv', 'import']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,math maps mapping latitude-longitude,"['math', 'maps', 'mapping', 'latitude-longitude']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,c# asp.net-mvc,"['c#', 'asp.net-mvc']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,asp.net .net linq-to-sql datacontext,"['asp.net', '.net', 'linq-to-sql', 'datacontext']","['asp.net', '.net']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,c++ performance cpu throttling,"['c++', 'performance', 'cpu', 'throttling']","['c++', 'performance']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
204,python list tuples,"['python', 'list', 'tuples']",['python'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
205,macros lisp,"['macros', 'lisp']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,c# data-binding,"['c#', 'data-binding']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,c# .net double int,"['c#', '.net', 'double', 'int']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,language-agnostic oop parameters pass-by-reference pass-by-value,"['language-agnostic', 'oop', 'parameters', 'pass-by-reference', 'pass-by-value']",['language-agnostic'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,svn,['svn'],['svn'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
210,svn version-control branch branching-and-merging,"['svn', 'version-control', 'branch', 'branching-and-merging']",['svn'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
211,windows delphi winapi dll,"['windows', 'delphi', 'winapi', 'dll']",['windows'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
212,sql-server unit-testing tdd,"['sql-server', 'unit-testing', 'tdd']","['sql-server', 'unit-testing']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
213,rss,['rss'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,user-interface model-view-controller design-patterns terminology mvp,"['user-interface', 'model-view-controller', 'design-patterns', 'terminology', 'mvp']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,java testing coldfusion code-coverage,"['java', 'testing', 'coldfusion', 'code-coverage']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,sql sql-server,"['sql', 'sql-server']","['sql', 'sql-server']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
217,html checkbox,"['html', 'checkbox']",['html'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,.net optimization frameworks performance,"['.net', 'optimization', 'frameworks', 'performance']","['.net', 'performance']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219,.net linq .net-3.5 .net-2.0 clr,"['.net', 'linq', '.net-3.5', '.net-2.0', 'clr']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,c# asp.net-mvc visual-studio,"['c#', 'asp.net-mvc', 'visual-studio']","['c#', 'visual-studio']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
221,asp.net,['asp.net'],['asp.net'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,java swing jbutton,"['java', 'swing', 'jbutton']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,asp.net ajax web-controls,"['asp.net', 'ajax', 'web-controls']",['asp.net'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,c# asp.net .net master-pages,"['c#', 'asp.net', '.net', 'master-pages']","['c#', 'asp.net', '.net']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,c# .net testing tdd bdd,"['c#', '.net', 'testing', 'tdd', 'bdd']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,apache-flex eclipse unit-testing build-automation cairngorm,"['apache-flex', 'eclipse', 'unit-testing', 'build-automation', 'cairngorm']",['unit-testing'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
227,ruby shell interop,"['ruby', 'shell', 'interop']",['ruby'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
228,c# dataset datatable,"['c#', 'dataset', 'datatable']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,c# c++ data-structures,"['c#', 'c++', 'data-structures']","['c#', 'c++']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,asp.net url url-rewriting url-routing rewrite,"['asp.net', 'url', 'url-rewriting', 'url-routing', 'rewrite']",['asp.net'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,c# .net,"['c#', '.net']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,visual-studio,['visual-studio'],['visual-studio'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
233,asp-classic vbscript,"['asp-classic', 'vbscript']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,asp.net svn,"['asp.net', 'svn']","['asp.net', 'svn']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
235,php python ftp webserver ftplib,"['php', 'python', 'ftp', 'webserver', 'ftplib']","['php', 'python']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
236,asp.net ajax asp.net-ajax viewstate,"['asp.net', 'ajax', 'asp.net-ajax', 'viewstate']",['asp.net'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,macos textwrangler,"['macos', 'textwrangler']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,arrays asp-classic vbscript,"['arrays', 'asp-classic', 'vbscript']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,macos mouse keyboard-shortcuts,"['macos', 'mouse', 'keyboard-shortcuts']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,haskell functional-programming monads glossary,"['haskell', 'functional-programming', 'monads', 'glossary']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,c# struct io binaryfiles,"['c#', 'struct', 'io', 'binaryfiles']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,language-agnostic data-structures file binary,"['language-agnostic', 'data-structures', 'file', 'binary']",['language-agnostic'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,sql-server database sql-server-2005 sql-server-2000,"['sql-server', 'database', 'sql-server-2005', 'sql-server-2000']","['sql-server', 'database']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
244,security agile,"['security', 'agile']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,browser analytics,"['browser', 'analytics']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,data-structures language-agnostic binary-search-tree,"['data-structures', 'language-agnostic', 'binary-search-tree']",['language-agnostic'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,multithreading language-agnostic concurrency,"['multithreading', 'language-agnostic', 'concurrency']",['language-agnostic'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,c# .net,"['c#', '.net']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,ajax progressive-enhancement,"['ajax', 'progressive-enhancement']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,mysql database database-design diagram,"['mysql', 'database', 'database-design', 'diagram']","['mysql', 'database']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
251,unit-testing tdd bdd,"['unit-testing', 'tdd', 'bdd']",['unit-testing'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
252,actionscript-3 apache-flex sqlite air adobe,"['actionscript-3', 'apache-flex', 'sqlite', 'air', 'adobe']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,asp.net visual-studio visual-studio-2008 debugging iis,"['asp.net', 'visual-studio', 'visual-studio-2008', 'debugging', 'iis']","['asp.net', 'visual-studio']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
254,.net security obfuscation,"['.net', 'security', 'obfuscation']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,c# winforms treeview contextmenu,"['c#', 'winforms', 'treeview', 'contextmenu']","['c#', 'winforms']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
256,html forms browser autocomplete,"['html', 'forms', 'browser', 'autocomplete']",['html'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,c architecture data-structures,"['c', 'architecture', 'data-structures']",['c'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,flash graph,"['flash', 'graph']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,asp.net flash video embed,"['asp.net', 'flash', 'video', 'embed']",['asp.net'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,payment,['payment'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,excel csv grid clipboard,"['excel', 'csv', 'grid', 'clipboard']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,sql-server windows,"['sql-server', 'windows']","['sql-server', 'windows']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
263,powershell cmdlets,"['powershell', 'cmdlets']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,language-agnostic,['language-agnostic'],['language-agnostic'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,sql sql-server tsql split,"['sql', 'sql-server', 'tsql', 'split']","['sql', 'sql-server']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
266,sql-server,['sql-server'],['sql-server'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
267,git svn version-control language-agnostic dvcs,"['git', 'svn', 'version-control', 'language-agnostic', 'dvcs']","['svn', 'language-agnostic']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
268,mysql oracle security,"['mysql', 'oracle', 'security']",['mysql'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
269,sql sql-server group-by,"['sql', 'sql-server', 'group-by']","['sql', 'sql-server']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
270,language-agnostic,['language-agnostic'],['language-agnostic'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,css templates,"['css', 'templates']",['css'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,sql-server,['sql-server'],['sql-server'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
273,linux bash shell ksh dash-shell,"['linux', 'bash', 'shell', 'ksh', 'dash-shell']",['linux'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
274,ide erlang,"['ide', 'erlang']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,optimization setter getter verification,"['optimization', 'setter', 'getter', 'verification']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,php c++ linux ide,"['php', 'c++', 'linux', 'ide']","['php', 'c++', 'linux']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
277,visual-studio keyboard shortcuts,"['visual-studio', 'keyboard', 'shortcuts']",['visual-studio'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
278,visual-studio plugins add-on,"['visual-studio', 'plugins', 'add-on']",['visual-studio'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
279,winforms error-handling user-controls,"['winforms', 'error-handling', 'user-controls']",['winforms'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
280,ubuntu virtualization xen,"['ubuntu', 'virtualization', 'xen']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,sql-server datetime date-conversion,"['sql-server', 'datetime', 'date-conversion']",['sql-server'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
282,c# asp.net-mvc database ado.net,"['c#', 'asp.net-mvc', 'database', 'ado.net']","['c#', 'database']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,c# colors,"['c#', 'colors']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,c# .net vb.net memory-management null,"['c#', '.net', 'vb.net', 'memory-management', 'null']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,windows mono,"['windows', 'mono']",['windows'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
286,google-maps google-maps-api-3 mapping gis,"['google-maps', 'google-maps-api-3', 'mapping', 'gis']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,c# winforms picturebox,"['c#', 'winforms', 'picturebox']","['c#', 'winforms']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
288,sql-server,['sql-server'],['sql-server'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
289,sql xml sql-server-2005 formatting for-xml,"['sql', 'xml', 'sql-server-2005', 'formatting', 'for-xml']","['sql', 'xml']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
290,http curl,"['http', 'curl']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,sql sql-server-2005 paging,"['sql', 'sql-server-2005', 'paging']",['sql'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
292,c syntax printf format-specifiers long-long,"['c', 'syntax', 'printf', 'format-specifiers', 'long-long']",['c'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,html web-scraping html-parsing html-content-extraction,"['html', 'web-scraping', 'html-parsing', 'html-content-extraction']",['html'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,c# .net data-structures marshalling,"['c#', '.net', 'data-structures', 'marshalling']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,c# .net winforms,"['c#', '.net', 'winforms']","['c#', '.net', 'winforms']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
296,c unix testing,"['c', 'unix', 'testing']",['c'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,c# .net winforms,"['c#', '.net', 'winforms']","['c#', '.net', 'winforms']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
298,linux editor,"['linux', 'editor']",['linux'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
299,php mysql apache,"['php', 'mysql', 'apache']","['php', 'mysql']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
300,database testing,"['database', 'testing']",['database'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,popup,['popup'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,java p2p jxta,"['java', 'p2p', 'jxta']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,python user-interface deployment tkinter release-management,"['python', 'user-interface', 'deployment', 'tkinter', 'release-management']",['python'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
