,AllTags,tags_list,corrected_tags_list
342,algorithm language-agnostic,"['algorithm', 'language-agnostic']",['language-agnostic']
343,sql web-services service triggers timer,"['sql', 'web-services', 'service', 'triggers', 'timer']",['sql']
344,ruby maps reduce,"['ruby', 'maps', 'reduce']",['ruby']
345,c# .net language-design,"['c#', '.net', 'language-design']","['c#', '.net']"
346,c# foreach ienumerable ienumerator,"['c#', 'foreach', 'ienumerable', 'ienumerator']",['c#']
347,javascript css background-color,"['javascript', 'css', 'background-color']","['javascript', 'css']"
348,javascript user-interface,"['javascript', 'user-interface']",['javascript']
349,javascript mac-address,"['javascript', 'mac-address']",['javascript']
350,sql-server full-text-search,"['sql-server', 'full-text-search']",['sql-server']
351,javascript internet-explorer debugging,"['javascript', 'internet-explorer', 'debugging']",['javascript']
352,ruby-on-rails windows ruby ide,"['ruby-on-rails', 'windows', 'ruby', 'ide']","['windows', 'ruby']"
353,mysql sql sql-update,"['mysql', 'sql', 'sql-update']","['mysql', 'sql']"
354,google-maps iframe ssl https,"['google-maps', 'iframe', 'ssl', 'https']",[]
355,xhtml markup,"['xhtml', 'markup']",[]
356,sql-server macos,"['sql-server', 'macos']",['sql-server']
357,sql-server sql-server-2005,"['sql-server', 'sql-server-2005']",['sql-server']
358,security apache mod-rewrite http-referer,"['security', 'apache', 'mod-rewrite', 'http-referer']",[]
359,math,['math'],[]
360,c# directory file-management,"['c#', 'directory', 'file-management']",['c#']
361,ruby rake command-line-interface,"['ruby', 'rake', 'command-line-interface']",['ruby']
362,vb.net visual-studio installation clickonce,"['vb.net', 'visual-studio', 'installation', 'clickonce']",['visual-studio']
363,sql sql-server,"['sql', 'sql-server']","['sql', 'sql-server']"
364,mysql ruby-on-rails ruby,"['mysql', 'ruby-on-rails', 'ruby']","['mysql', 'ruby']"
365,sql sql-server oracle sql-server-2005 backup,"['sql', 'sql-server', 'oracle', 'sql-server-2005', 'backup']","['sql', 'sql-server']"
366,svn tortoisesvn integration fogbugz,"['svn', 'tortoisesvn', 'integration', 'fogbugz']",['svn']
367,php iis upload,"['php', 'iis', 'upload']",['php']
368,.net silverlight sqlite,"['.net', 'silverlight', 'sqlite']",['.net']
369,html xml xhtml,"['html', 'xml', 'xhtml']","['html', 'xml']"
370,apache-flex actionscript-3 air,"['apache-flex', 'actionscript-3', 'air']",[]
371,svn deployment,"['svn', 'deployment']",['svn']
372,sql mysql,"['sql', 'mysql']","['sql', 'mysql']"
373,javascript c# asp.net onclick,"['javascript', 'c#', 'asp.net', 'onclick']","['javascript', 'c#', 'asp.net']"
374,c# user-interface,"['c#', 'user-interface']",['c#']
375,sharepoint timer privileges stsadm event-viewer,"['sharepoint', 'timer', 'privileges', 'stsadm', 'event-viewer']",[]
376,database image theory storage blob,"['database', 'image', 'theory', 'storage', 'blob']",['database']
377,asp.net controls propertygrid,"['asp.net', 'controls', 'propertygrid']",['asp.net']
378,user-interface prototyping,"['user-interface', 'prototyping']",[]
379,.net xml xelement innerxml,"['.net', 'xml', 'xelement', 'innerxml']","['.net', 'xml']"
380,mysql oracle replication,"['mysql', 'oracle', 'replication']",['mysql']
381,asp.net windows iis hardware,"['asp.net', 'windows', 'iis', 'hardware']","['asp.net', 'windows']"
382,language-agnostic format,"['language-agnostic', 'format']",['language-agnostic']
383,visual-studio visual-studio-2005 line-numbers,"['visual-studio', 'visual-studio-2005', 'line-numbers']",['visual-studio']
384,sql sql-server database audit,"['sql', 'sql-server', 'database', 'audit']","['sql', 'sql-server', 'database']"
385,asp.net http session,"['asp.net', 'http', 'session']",['asp.net']
386,mysql sql union,"['mysql', 'sql', 'union']","['mysql', 'sql']"
387,apache-flex actionscript-3,"['apache-flex', 'actionscript-3']",[]
388,version-control,['version-control'],[]
389,visual-studio msbuild wix build-automation vdproj,"['visual-studio', 'msbuild', 'wix', 'build-automation', 'vdproj']",['visual-studio']
390,javascript firefox dom,"['javascript', 'firefox', 'dom']",['javascript']
391,java exception null nullpointerexception illegalargumentexception,"['java', 'exception', 'null', 'nullpointerexception', 'illegalargumentexception']",['java']
392,sql-server tsql sql-server-2005,"['sql-server', 'tsql', 'sql-server-2005']",['sql-server']
393,c# windows registry,"['c#', 'windows', 'registry']","['c#', 'windows']"
394,c# .net profiling profiler,"['c#', '.net', 'profiling', 'profiler']","['c#', '.net']"
395,.net vb.net,"['.net', 'vb.net']",['.net']
396,sql-server sql-server-2005,"['sql-server', 'sql-server-2005']",['sql-server']
397,python linux macos serial-port,"['python', 'linux', 'macos', 'serial-port']","['python', 'linux']"
398,php oop paradigms procedural,"['php', 'oop', 'paradigms', 'procedural']",['php']
399,.net visual-studio tdd mbunit testdriven.net,"['.net', 'visual-studio', 'tdd', 'mbunit', 'testdriven.net']","['.net', 'visual-studio']"
400,macos windows-vista smb,"['macos', 'windows-vista', 'smb']",[]
401,.net authentication encryption ssl,"['.net', 'authentication', 'encryption', 'ssl']",['.net']
402,asp.net-mvc internationalization multilingual,"['asp.net-mvc', 'internationalization', 'multilingual']",[]
403,jakarta-ee deployment ant websphere ear,"['jakarta-ee', 'deployment', 'ant', 'websphere', 'ear']",[]
404,c function multidimensional-array,"['c', 'function', 'multidimensional-array']",['c']
405,sql-server sql-server-2005 full-text-search,"['sql-server', 'sql-server-2005', 'full-text-search']",['sql-server']
406,language-agnostic caching,"['language-agnostic', 'caching']",['language-agnostic']
407,svn merge,"['svn', 'merge']",['svn']
408,java code-coverage static-analysis,"['java', 'code-coverage', 'static-analysis']",['java']
409,sql sql-server database diagram,"['sql', 'sql-server', 'database', 'diagram']","['sql', 'sql-server', 'database']"
410,vb.net svn tortoisesvn,"['vb.net', 'svn', 'tortoisesvn']",['svn']
411,java file file-io,"['java', 'file', 'file-io']",['java']
412,.net caching,"['.net', 'caching']",['.net']
413,c# .net performance configuration properties,"['c#', '.net', 'performance', 'configuration', 'properties']","['c#', '.net', 'performance']"
414,frameworks content-management-system,"['frameworks', 'content-management-system']",[]
415,algorithm sorting graph-algorithm directed-graph,"['algorithm', 'sorting', 'graph-algorithm', 'directed-graph']",[]
416,ado.net,['ado.net'],[]
417,windows unix process-management,"['windows', 'unix', 'process-management']",['windows']
418,svn tfs,"['svn', 'tfs']",['svn']
419,c# asp.net database linq linq-to-sql,"['c#', 'asp.net', 'database', 'linq', 'linq-to-sql']","['c#', 'asp.net', 'database']"
420,language-agnostic maps voronoi,"['language-agnostic', 'maps', 'voronoi']",['language-agnostic']
421,c# .net dictionary,"['c#', '.net', 'dictionary']","['c#', '.net']"
422,asp.net,['asp.net'],['asp.net']
423,c# messaging activemq,"['c#', 'messaging', 'activemq']",['c#']
424,java autoboxing,"['java', 'autoboxing']",['java']
425,sql-server ftp,"['sql-server', 'ftp']",['sql-server']
426,mobile sms,"['mobile', 'sms']",[]
427,erlang,['erlang'],[]
428,testing tdd,"['testing', 'tdd']",[]
429,.net hosting,"['.net', 'hosting']",['.net']
430,c++ oop data-structures hash maps,"['c++', 'oop', 'data-structures', 'hash', 'maps']",['c++']
431,testing mocking,"['testing', 'mocking']",[]
432,asp.net business-logic-layer objectdatasource,"['asp.net', 'business-logic-layer', 'objectdatasource']",['asp.net']
433,c# .net wcf soa,"['c#', '.net', 'wcf', 'soa']","['c#', '.net']"
434,winapi qt mfc,"['winapi', 'qt', 'mfc']",[]
435,c# asp.net visual-studio unit-testing,"['c#', 'asp.net', 'visual-studio', 'unit-testing']","['c#', 'asp.net', 'visual-studio', 'unit-testing']"
436,php,['php'],['php']
437,mysql,['mysql'],['mysql']
438,sql sql-server dynamic-sql,"['sql', 'sql-server', 'dynamic-sql']","['sql', 'sql-server']"
439,ruby proxy rubygems ironruby,"['ruby', 'proxy', 'rubygems', 'ironruby']",['ruby']
440,php web-services visual-studio wsdl,"['php', 'web-services', 'visual-studio', 'wsdl']","['php', 'visual-studio']"
441,c# csv,"['c#', 'csv']",['c#']
442,operating-system windows-xp windows-vista,"['operating-system', 'windows-xp', 'windows-vista']",[]
443,.net visual-studio ide,"['.net', 'visual-studio', 'ide']","['.net', 'visual-studio']"
444,t4 dsl vsx,"['t4', 'dsl', 'vsx']",[]
445,language-agnostic http,"['language-agnostic', 'http']",['language-agnostic']
446,.net email pinvoke mapi,"['.net', 'email', 'pinvoke', 'mapi']",['.net']
447,sql sql-server database sql-server-2008 intellisense,"['sql', 'sql-server', 'database', 'sql-server-2008', 'intellisense']","['sql', 'sql-server', 'database']"
448,sql-server-2005 sql-server-2008 installation,"['sql-server-2005', 'sql-server-2008', 'installation']",[]
449,language-agnostic http webserver header etag,"['language-agnostic', 'http', 'webserver', 'header', 'etag']",['language-agnostic']
450,javascript firefox delicious-api,"['javascript', 'firefox', 'delicious-api']",['javascript']
451,html tags,"['html', 'tags']",['html']
452,c# performance loops,"['c#', 'performance', 'loops']","['c#', 'performance']"
453,networking modem qos adsl,"['networking', 'modem', 'qos', 'adsl']",[]
454,video compression dct,"['video', 'compression', 'dct']",[]
455,c# .net,"['c#', '.net']","['c#', '.net']"
456,c# performance compiler-construction,"['c#', 'performance', 'compiler-construction']","['c#', 'performance']"
457,version-control mercurial dvcs,"['version-control', 'mercurial', 'dvcs']",[]
458,sql sql-server oracle syntax case,"['sql', 'sql-server', 'oracle', 'syntax', 'case']","['sql', 'sql-server']"
459,asp.net .net-3.5,"['asp.net', '.net-3.5']",['asp.net']
460,c# reflection properties c#-2.0,"['c#', 'reflection', 'properties', 'c#-2.0']",['c#']
461,java java-native-interface java-web-start,"['java', 'java-native-interface', 'java-web-start']",['java']
462,windows winapi moniker,"['windows', 'winapi', 'moniker']",['windows']
463,openid,['openid'],[]
464,c# .net namespaces,"['c#', '.net', 'namespaces']","['c#', '.net']"
465,windows testing,"['windows', 'testing']",['windows']
466,version-control dvcs,"['version-control', 'dvcs']",[]
467,ruby design-patterns singleton,"['ruby', 'design-patterns', 'singleton']",['ruby']
468,vmware virtualization,"['vmware', 'virtualization']",[]
469,fonts development-environment,"['fonts', 'development-environment']",[]
470,functional-programming lisp,"['functional-programming', 'lisp']",[]
471,regex,['regex'],[]
472,asp.net configuration asp-classic,"['asp.net', 'configuration', 'asp-classic']",['asp.net']
473,sql-server database sharepoint search ssp,"['sql-server', 'database', 'sharepoint', 'search', 'ssp']","['sql-server', 'database']"
474,sql-server linq performance linq-to-sql,"['sql-server', 'linq', 'performance', 'linq-to-sql']","['sql-server', 'performance']"
475,deployment websphere cluster-computing,"['deployment', 'websphere', 'cluster-computing']",[]
476,apache-flex actionscript-3 air obfuscation,"['apache-flex', 'actionscript-3', 'air', 'obfuscation']",[]
477,c# .net dns reverse-dns,"['c#', '.net', 'dns', 'reverse-dns']","['c#', '.net']"
478,c string,"['c', 'string']",['c']
479,zend-studio code-completion,"['zend-studio', 'code-completion']",[]
480,c# browser,"['c#', 'browser']",['c#']
481,c# user-interface directx,"['c#', 'user-interface', 'directx']",['c#']
482,xml xml-signature,"['xml', 'xml-signature']",['xml']
483,regex ansi,"['regex', 'ansi']",[]
484,html email forms confirm,"['html', 'email', 'forms', 'confirm']",['html']
485,javascript events dom keyboard,"['javascript', 'events', 'dom', 'keyboard']",['javascript']
486,sql database,"['sql', 'database']","['sql', 'database']"
487,asp.net authentication,"['asp.net', 'authentication']",['asp.net']
488,c# .net winforms user-interface button,"['c#', '.net', 'winforms', 'user-interface', 'button']","['c#', '.net', 'winforms']"
489,java primitive autoboxing,"['java', 'primitive', 'autoboxing']",['java']
490,javascript jquery html css cfml,"['javascript', 'jquery', 'html', 'css', 'cfml']","['javascript', 'html', 'css']"
491,c# .net sharepoint assemblies,"['c#', '.net', 'sharepoint', 'assemblies']","['c#', '.net']"
492,linq-to-sql,['linq-to-sql'],[]
493,hardware virtual monitor environment,"['hardware', 'virtual', 'monitor', 'environment']",[]
494,php python ruby-on-rails ruby,"['php', 'python', 'ruby-on-rails', 'ruby']","['php', 'python', 'ruby']"
495,php svn version-control cvs,"['php', 'svn', 'version-control', 'cvs']","['php', 'svn']"
496,regex,['regex'],[]
497,html css,"['html', 'css']","['html', 'css']"
498,web-applications,['web-applications'],[]
499,sql sql-server schema ddl,"['sql', 'sql-server', 'schema', 'ddl']","['sql', 'sql-server']"
500,websphere jaas,"['websphere', 'jaas']",[]
501,.net remoting performance vpn wireless,"['.net', 'remoting', 'performance', 'vpn', 'wireless']","['.net', 'performance']"
502,deployment websphere,"['deployment', 'websphere']",[]
503,apache-flex actionscript-3 air,"['apache-flex', 'actionscript-3', 'air']",[]
504,perl,['perl'],[]
505,php sql-server database sql-server-2005,"['php', 'sql-server', 'database', 'sql-server-2005']","['php', 'sql-server', 'database']"
506,asp.net size menu,"['asp.net', 'size', 'menu']",['asp.net']
507,asp.net content-management-system joomla,"['asp.net', 'content-management-system', 'joomla']",['asp.net']
508,cvs,['cvs'],[]
509,mysql database,"['mysql', 'database']","['mysql', 'database']"
510,linux security webserver,"['linux', 'security', 'webserver']",['linux']
511,macos firefox upload,"['macos', 'firefox', 'upload']",[]
512,ruby-on-rails ruby grails groovy,"['ruby-on-rails', 'ruby', 'grails', 'groovy']",['ruby']
513,python apache apache2,"['python', 'apache', 'apache2']",['python']
514,javascript html asp.net css,"['javascript', 'html', 'asp.net', 'css']","['javascript', 'html', 'asp.net', 'css']"
515,svn hook svn-hooks,"['svn', 'hook', 'svn-hooks']",['svn']
516,python c matlab,"['python', 'c', 'matlab']","['python', 'c']"
517,sql firebird interbase,"['sql', 'firebird', 'interbase']",['sql']
518,sql-server,['sql-server'],['sql-server']
519,javascript c# asp.net forms postback,"['javascript', 'c#', 'asp.net', 'forms', 'postback']","['javascript', 'c#', 'asp.net']"
520,asmx,['asmx'],[]
521,c# linq .net-3.5 lambda,"['c#', 'linq', '.net-3.5', 'lambda']",['c#']
522,java http servlets,"['java', 'http', 'servlets']",['java']
523,javascript javascript-objects,"['javascript', 'javascript-objects']",['javascript']
524,html semantic-markup,"['html', 'semantic-markup']",['html']
525,user-interface usability,"['user-interface', 'usability']",[]
526,gwt charts,"['gwt', 'charts']",[]
527,vb.net date,"['vb.net', 'date']",[]
528,.net database ado.net,"['.net', 'database', 'ado.net']","['.net', 'database']"
529,reporting-services,['reporting-services'],[]
530,c# language-agnostic compiler-construction logic,"['c#', 'language-agnostic', 'compiler-construction', 'logic']","['c#', 'language-agnostic']"
531,c# winforms,"['c#', 'winforms']","['c#', 'winforms']"
532,python user-interface markup,"['python', 'user-interface', 'markup']",['python']
533,css,['css'],['css']
534,java exception mocking try-catch,"['java', 'exception', 'mocking', 'try-catch']",['java']
535,tfs workflow lifecycle cmmi msf,"['tfs', 'workflow', 'lifecycle', 'cmmi', 'msf']",[]
